DocNo,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,No,TopicNo,TopicValue,Citation,Article Title,Source title,DOI,DOI Link,Source
59,0.024231767,0.024233377,0.024240982,0.024230625,0.024241371,0.024242371,0.781872869,0.024231514,0.024230849,0.024244292,68,7,0.781872869,Kamruzzaman (2022),"Key Technologies, Applications and Trends of Internet of Things for Energy-Efficient 6G Wireless Communication in Smart Cities",Energies,10.3390/en15155608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136486245&doi=10.3390%2fen15155608&partnerID=40&md5=3b50865ea818d30d1cb40469e801dd2e,Scopus
60,0.02267414,0.795926809,0.022674019,0.022673741,0.022674402,0.022674862,0.022679577,0.022671731,0.022675335,0.022675389,70,2,0.795926809,Peng et al. (2022),Controlled quantum broadcast and multi-cast communications of complex coefficient single-qubit states,Quantum Information Processing,10.1007/s11128-022-03629-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135872763&doi=10.1007%2fs11128-022-03629-z&partnerID=40&md5=7696747857d0274069c8e726ea588082,Scopus
61,0.021573819,0.021576198,0.021576298,0.021572804,0.021577004,0.021573251,0.02157473,0.021572795,0.021574832,0.805828273,71,10,0.805828273,Xu et al. (2022),Bright single-photon sources in the telecom band by deterministically coupling single quantum dots to a hybrid circular Bragg resonator,Photonics Research,10.1364/PRJ.461034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135490365&doi=10.1364%2fPRJ.461034&partnerID=40&md5=723b8d54fbaaa5405ff61eb4c5c51a58,Scopus
62,0.019145457,0.019142756,0.01914512,0.019145997,0.019144014,0.019144362,0.01914876,0.827694535,0.019142326,0.01914669,72,8,0.827694535,Alaminos et al. (2022),FORECASTING STOCK MARKET CRASHES VIA REAL-TIME RECESSION PROBABILITIES: A QUANTUM COMPUTING APPROACH,Fractals,10.1142/S0218348X22401624,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133834241&doi=10.1142%2fS0218348X22401624&partnerID=40&md5=5b09bcc63cd63d0238b96451ee04c498,Scopus
63,0.019657664,0.019657979,0.01965628,0.01966217,0.019658407,0.01965685,0.019656973,0.823083699,0.019654514,0.019655453,73,8,0.823083699,Atchade-Adelomou & Alonso-Linaje (2022),Quantum-enhanced filter: QFilter,Soft Computing,10.1007/s00500-022-07190-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131449047&doi=10.1007%2fs00500-022-07190-w&partnerID=40&md5=7279c7a3bdfdde01af6bd075006d6cf4,Scopus
64,0.024384785,0.024396876,0.0243838,0.024380604,0.024384312,0.024380371,0.024380267,0.024381569,0.024381706,0.780545712,74,10,0.780545712,Zhai et al. (2022),Quantum interference of identical photons from remote GaAs quantum dots,Nature Nanotechnology,10.1038/s41565-022-01131-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130249137&doi=10.1038%2fs41565-022-01131-2&partnerID=40&md5=45a2e6c0223925c6c844b22b067000ad,Scopus
65,0.021637954,0.021639284,0.021638425,0.805237174,0.021652823,0.021644875,0.021638276,0.02163798,0.021634772,0.021638419,75,4,0.805237174,Tan et al. (2022),Challenges of post-quantum digital signing in real-world applications: a survey,International Journal of Information Security,10.1007/s10207-022-00587-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127699178&doi=10.1007%2fs10207-022-00587-6&partnerID=40&md5=c43aa25a91943600417cb73c936183d8,Scopus
66,0.024280779,0.024278548,0.024279557,0.024283359,0.024279898,0.02428139,0.024280267,0.781482697,0.024275145,0.024278346,76,8,0.781482697,Zaki et al. (2022),An object-based image analysis in QGIS for image classification and assessment of coastal spatial planning,Egyptian Journal of Remote Sensing and Space Science,10.1016/j.ejrs.2022.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126063087&doi=10.1016%2fj.ejrs.2022.03.002&partnerID=40&md5=8edb36e49ebdcd239b7ca6713acc7f7b,Scopus
67,0.016805522,0.016812051,0.016806953,0.016803937,0.848741889,0.016805984,0.01680553,0.01680569,0.016804866,0.016807593,77,5,0.848741889,Zhang et al. (2022),A device-independent quantum key distribution system for distant users,Nature,10.1038/s41586-022-04891-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135031432&doi=10.1038%2fs41586-022-04891-y&partnerID=40&md5=8823c9e6c37bdb05208ac35e8c45773d,Scopus
68,0.020797683,0.02082108,0.020798352,0.812788308,0.020798612,0.020797923,0.020797718,0.020801786,0.020799743,0.020798802,79,4,0.812788308,Whitaker (2022),Quantum Neuron Selection: Finding High Performing Subnetworks With Quantum Algorithms,GECCO 2022 Companion - Proceedings of the 2022 Genetic and Evolutionary Computation Conference,10.1145/3520304.3533961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136336193&doi=10.1145%2f3520304.3533961&partnerID=40&md5=6dade82d7adf23cc897ecfc319857fda,Scopus
69,0.022070909,0.801351726,0.022073165,0.022070441,0.022076143,0.022071626,0.02207176,0.022070838,0.022069618,0.022073748,80,2,0.801351726,van et al. (2022),Entangling single atoms over 33 km telecom fibre,Nature,10.1038/s41586-022-04764-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133624270&doi=10.1038%2fs41586-022-04764-4&partnerID=40&md5=9a4ef1104ca176689dc2c44d847c9930,Scopus
70,0.019117899,0.019117886,0.019117102,0.827935278,0.019121556,0.019117039,0.019117747,0.019120183,0.019116336,0.019118965,81,4,0.827935278,Chen et al. (2022),Accelerating spiking neural networks using quantum algorithm with high success probability and high calculation accuracy,Neurocomputing,10.1016/j.neucom.2022.02.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124765269&doi=10.1016%2fj.neucom.2022.02.004&partnerID=40&md5=0f63b9487c0207bc72711a5c14aaddba,Scopus
71,0.023522442,0.023519665,0.788302124,0.023518423,0.023517935,0.02352231,0.023519456,0.023520762,0.023536393,0.023520464,82,3,0.788302124,Quinteiro et al. (2022),Interplay between optical vortices and condensed matter,Reviews of Modern Physics,10.1103/RevModPhys.94.035003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139257805&doi=10.1103%2fRevModPhys.94.035003&partnerID=40&md5=ca260804f5a8187bae8226a4453155e2,Scopus
72,0.017060276,0.017059674,0.846459091,0.017057741,0.017059406,0.017060349,0.017059991,0.017059088,0.017062005,0.017062359,83,3,0.846459091,Kharel et al. (2022),Multimode Strong Coupling in Cavity Optomechanics,Physical Review Applied,10.1103/PhysRevApplied.18.024054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136143018&doi=10.1103%2fPhysRevApplied.18.024054&partnerID=40&md5=5b6916fbc9cba51a62c2117aeb1593c6,Scopus
73,0.018124146,0.836870193,0.018126167,0.018121941,0.01812638,0.018127933,0.018123182,0.018123532,0.01812675,0.018129798,84,2,0.836870193,Lu et al. (2022),Micius quantum experiments in space,Reviews of Modern Physics,10.1103/RevModPhys.94.035001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136008516&doi=10.1103%2fRevModPhys.94.035001&partnerID=40&md5=11461ef3a48158d9d42dd58173141b27,Scopus
74,0.800522566,0.022169743,0.022162659,0.022161733,0.022162454,0.022164151,0.022169162,0.022162322,0.022162391,0.022162838,85,1,0.800522566,Bhandari & Jordan (2022),Continuous measurement boosted adiabatic quantum thermal machines,Physical Review Research,10.1103/PhysRevResearch.4.033103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135882630&doi=10.1103%2fPhysRevResearch.4.033103&partnerID=40&md5=75aef50b2b07f36f2911fe6dfdfe7e30,Scopus
75,0.022743847,0.02274628,0.022744371,0.022748282,0.795284212,0.02274663,0.022744969,0.022746036,0.022749314,0.02274603,86,5,0.795284212,Lin & Wen (2022),Quantum computation capability verification protocol for noisy intermediate-scale quantum devices with the dihedral coset problem,Physical Review A,10.1103/PhysRevA.106.012430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135585202&doi=10.1103%2fPhysRevA.106.012430&partnerID=40&md5=cad3ce383f4d83dc2a821bec2879e313,Scopus
76,0.019028304,0.019028135,0.019028515,0.019028984,0.019028094,0.019033248,0.82873559,0.019031378,0.019028081,0.019029649,87,7,0.82873559,Hoffmann et al. (2022),Quantum materials for energy-efficient neuromorphic computing: Opportunities and challenges,APL Materials,10.1063/5.0094205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134892324&doi=10.1063%2f5.0094205&partnerID=40&md5=f802c6ddc650df9bca7be9d3291353f9,Scopus
77,0.802844107,0.021905191,0.021904059,0.021912701,0.021905156,0.021905668,0.021903908,0.021914616,0.021902185,0.021902388,88,1,0.802844107,LÃ³pez-Rivera et al. (2022),Structural Protein Effects Underpinning Cognitive Developmental Delay of the PURA p.Phe233del Mutation Modelled by Artificial Intelligence and the Hybrid Quantum Mechanicsâ€“Molecular Mechanics Framework,Brain Sciences,10.3390/brainsci12070871,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133544314&doi=10.3390%2fbrainsci12070871&partnerID=40&md5=973e74d4f9cd755c37720464c261bdc4,Scopus
78,0.021098664,0.021100411,0.021101195,0.810086429,0.021105874,0.021102259,0.021100117,0.021103594,0.021099111,0.021102354,89,4,0.810086429,Dong et al. (2022),Optimization parameter prediction-based XGBoost of TF-QKD,Quantum Information Processing,10.1007/s11128-022-03579-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133226294&doi=10.1007%2fs11128-022-03579-6&partnerID=40&md5=84962368bb235f55d5c593f32c9cafaa,Scopus
79,0.020724434,0.020730155,0.020724798,0.020723632,0.813472152,0.020724963,0.020724215,0.020724472,0.020726802,0.020724377,90,5,0.813472152,Mishra et al. (2022),BBM92 quantum key distribution over a free space dusty channel of 200 meters,Journal of Optics (United Kingdom),10.1088/2040-8986/ac6f0b,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131696105&doi=10.1088%2f2040-8986%2fac6f0b&partnerID=40&md5=e77ea9c5443c1b34d969afdc87e734bf,Scopus
80,0.760667562,0.02659045,0.026593119,0.026592655,0.026595792,0.026595205,0.026594764,0.026589449,0.026587557,0.026593462,91,1,0.760667562,Liu et al. (2022),Improving the efficiency of micro-LEDs at high current densities employing a micro-current spreading layer-confined structure,Applied Physics B: Lasers and Optics,10.1007/s00340-022-07839-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131315580&doi=10.1007%2fs00340-022-07839-2&partnerID=40&md5=cab75f606f24b6804c2e820b87457f7e,Scopus
81,0.018851623,0.018850323,0.018851575,0.018851727,0.018850479,0.01885022,0.018853925,0.830339015,0.018849088,0.018852012,92,8,0.830339015,Jaderberg et al. (2022),Quantum self-supervised learning,Quantum Science and Technology,10.1088/2058-9565/ac6825,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130491862&doi=10.1088%2f2058-9565%2fac6825&partnerID=40&md5=49be1c80a1c2d337e354abb30c0204d3,Scopus
82,0.023381015,0.023383079,0.02338241,0.789545536,0.023385886,0.023388272,0.023382366,0.023385748,0.023380579,0.023385126,93,4,0.789545536,Glover et al. (2022),"Quantum Bridge Analytics II: QUBO-Plus, network optimization and combinatorial chaining for asset exchange",Annals of Operations Research,10.1007/s10479-022-04695-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129257955&doi=10.1007%2fs10479-022-04695-3&partnerID=40&md5=4f90f23eb41c7ec04af412fdd32f0cba,Scopus
83,0.017984446,0.017982988,0.017983252,0.017989177,0.838144064,0.017981557,0.017984733,0.017986882,0.017980367,0.017982554,94,5,0.838144064,Kong et al. (2022),Coupled-Theoretical-Model-Based on-Demand Quantum Secured Future Fronthaul Architecture over Hybrid Core Fibers,Journal of Lightwave Technology,10.1109/JLT.2022.3164176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127534252&doi=10.1109%2fJLT.2022.3164176&partnerID=40&md5=02d8bb2a503603080beb322d19526ad0,Scopus
84,0.015745122,0.015750781,0.015745597,0.015746454,0.015750244,0.015744191,0.015744679,0.01574485,0.01574262,0.858285487,95,10,0.858285487,Adib et al. (2022),Colorless Coherent TDM-PON Based on a Frequency-Comb Laser,Journal of Lightwave Technology,10.1109/JLT.2022.3164168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127477404&doi=10.1109%2fJLT.2022.3164168&partnerID=40&md5=61bf3ff12e0e54e7067a01575edba4d6,Scopus
85,0.017041313,0.017036509,0.846649528,0.017040282,0.017041992,0.017035378,0.017038962,0.017043937,0.017035237,0.01703685,96,3,0.846649528,Ou et al. (2022),InGaN-Based Orange-Red Resonant Cavity Light-Emitting Diodes,Journal of Lightwave Technology,10.1109/JLT.2022.3161637,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127023326&doi=10.1109%2fJLT.2022.3161637&partnerID=40&md5=389349e8a1c1b655772fb0b67f06d387,Scopus
86,0.026494354,0.02649432,0.026494138,0.026498085,0.761539876,0.026498498,0.026494756,0.026498647,0.026491046,0.026496291,97,5,0.761539876,Qi & Chen (2022),Provably secure post-quantum authenticated key exchange from supersingular isogenies,Journal of Supercomputing,10.1007/s11227-022-04378-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126116388&doi=10.1007%2fs11227-022-04378-7&partnerID=40&md5=7e63ecd90c41f12ff36a16a3a1dc257a,Scopus
87,0.026333656,0.02633247,0.026329976,0.026330629,0.026330728,0.026330654,0.026330071,0.763019383,0.026332006,0.026330452,99,8,0.763019383,Aranguren et al. (2022),Classical dynamics for loop gravity: The two-vertex model,Physical Review D,10.1103/PhysRevD.105.126024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134264899&doi=10.1103%2fPhysRevD.105.126024&partnerID=40&md5=a9d454cd05c8ee55c7aefb5726ebe633,Scopus
88,0.019422317,0.019422008,0.01942325,0.019424489,0.019422539,0.019424507,0.019421954,0.825183988,0.019428791,0.019426132,102,8,0.825183988,Meurice et al. (2022),Tensor lattice field theory for renormalization and quantum computing,Reviews of Modern Physics,10.1103/RevModPhys.94.025005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134412583&doi=10.1103%2fRevModPhys.94.025005&partnerID=40&md5=29fb9c049bb439bce5043147ddbc1828,Scopus
89,0.023148298,0.023151416,0.023147427,0.023140604,0.023141341,0.023141354,0.023140838,0.023142898,0.02314564,0.791700184,103,10,0.791700184,Buser et al. (2022),Single-Photon Storage in a Ground-State Vapor Cell Quantum Memory,PRX Quantum,10.1103/PRXQuantum.3.020349,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134381408&doi=10.1103%2fPRXQuantum.3.020349&partnerID=40&md5=e84703a6e5f6ef0fa79673459082736a,Scopus
90,0.02202573,0.022025153,0.022024887,0.022029666,0.801762938,0.022025565,0.022025587,0.02203357,0.022022033,0.022024861,104,5,0.801762938,Fan et al. (2022),Free-Space Continuous-Variable Quantum Key Distribution with Imperfect Detector against Uniform Fast-Fading Channels,Symmetry,10.3390/sym14061271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132915978&doi=10.3390%2fsym14061271&partnerID=40&md5=e6a696474b26704a2dd7718f266ea268,Scopus
91,0.017023563,0.846760988,0.017030749,0.017032964,0.017024873,0.01702355,0.017029818,0.017023148,0.017023094,0.017027255,105,2,0.846760988,WereszczyÅ„ski et al. (2022),High-Precision Voltage Measurement for Optical Quantum Computation,Energies,10.3390/en15124205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132312458&doi=10.3390%2fen15124205&partnerID=40&md5=4c22cc6e643217307d536ea8026946d0,Scopus
92,0.018902181,0.018899975,0.018900428,0.018899845,0.018899022,0.018902611,0.829895318,0.01890157,0.018898239,0.018900836,106,7,0.829895318,Paul et al. (2022),Delineation of Pathogenomic Insights of Breast Cancer in Young Women,Cells,10.3390/cells11121927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132014463&doi=10.3390%2fcells11121927&partnerID=40&md5=4905a564aaf0bc48d03c151424b8c32d,Scopus
93,0.020274073,0.02027504,0.020275073,0.020272769,0.020272357,0.02027558,0.020273315,0.020274414,0.020278998,0.817528367,107,10,0.817528367,Xiang et al. (2022),Silicon nitride passive and active photonic integrated circuits: trends and prospects,Photonics Research,10.1364/PRJ.452936,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130941051&doi=10.1364%2fPRJ.452936&partnerID=40&md5=b1d2126a099b01eed8163d4b5a29e503,Scopus
94,0.018955445,0.018964209,0.018952701,0.018955046,0.018952023,0.82938838,0.018957024,0.018959418,0.018950621,0.018965131,108,6,0.82938838,Noor-A-Rahim et al. (2022),"6G for Vehicle-to-Everything (V2X) Communications: Enabling Technologies, Challenges, and Opportunities",Proceedings of the IEEE,10.1109/JPROC.2022.3173031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130498686&doi=10.1109%2fJPROC.2022.3173031&partnerID=40&md5=4cf47e6b6faf7099bdc2595e1a33e2ee,Scopus
95,0.019309165,0.019308308,0.019308783,0.01931149,0.019308671,0.019307971,0.019312039,0.826216042,0.019308012,0.019309497,109,8,0.826216042,Song et al. (2022),Machine learning of the XY model on a spherical Fibonacci lattice,Physical Review Research,10.1103/PhysRevResearch.4.023005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128806794&doi=10.1103%2fPhysRevResearch.4.023005&partnerID=40&md5=1b4db7fc4ff4bc73ed730868a1c3593e,Scopus
96,0.023133811,0.02312942,0.791821718,0.02312935,0.02312989,0.023133257,0.023130756,0.023129642,0.023128932,0.023133233,110,3,0.791821718,Bai et al. (2022),Microscale Perovskite Quantum Dot Light-Emitting Diodes (Micro-PeLEDs) for Full-Color Displays,Advanced Optical Materials,10.1002/adom.202200087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128241646&doi=10.1002%2fadom.202200087&partnerID=40&md5=f62d82e4eeaf3007921df916e9d8861b,Scopus
97,0.019390207,0.019390522,0.019390091,0.01939466,0.019397672,0.019389719,0.019390481,0.825479746,0.019388447,0.019388443,111,8,0.825479746,Liu & Ma (2022),A quantum artificial neural network for stock closing price prediction,Information Sciences,10.1016/j.ins.2022.03.064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127181961&doi=10.1016%2fj.ins.2022.03.064&partnerID=40&md5=5c28092d936069682a776f29807df4f7,Scopus
98,0.024836442,0.024836596,0.024838191,0.024834961,0.776469409,0.02484004,0.024837712,0.024835587,0.024834592,0.024836458,112,5,0.776469409,Chongqiang et al. (2022),An Efficient Semi-Quantum Key Distribution Protocol and Its Security Proof,IEEE Communications Letters,10.1109/LCOMM.2022.3158906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126285268&doi=10.1109%2fLCOMM.2022.3158906&partnerID=40&md5=80edcc7da835f0015e5e4fc5e5539170,Scopus
